t,x,y,vx,vy,ax,ay,event
0.101959943771,80.0,100.0,0.0,0.0,0,0,
0.204560041428,80.0,100.0,0.0,0.0,0,0,
0.313201904297,80.0,100.0,0.0,0.0,0,0,
0.416656970978,80.0,100.0,0.0,0.0,0,0,
0.528991937637,80.0,100.0,0.0,0.0,0,0,
0.636109113693,80.0,100.0,0.0,0.0,0,0,
0.749207019806,80.0,100.0,0.0,0.0,0,0,
0.865417957306,80.0,100.0,0.0,0.0,0,0,
0.966033935547,80.9744779847,100.0,24.1092057295,0.0,0,-300,
1.00735497475,87.3574878827,,,,,,fps
1.06817698479,85.3275383886,100.0,57.358245222,0.0,0,-300,
1.17123508453,92.8849791522,100.0,87.8579062877,0.0,0,-300,
1.27484202385,103.884251146,100.0,117.018002551,0.0,0,-300,
1.3782351017,117.539124984,100.0,143.333439551,0.0,0,-300,
1.4872751236,134.539001487,100.0,168.538925699,0.0,0,-300,
1.59243798256,153.795260626,100.0,191.2533491,0.0,0,-300,
1.69244408607,173.889806982,100.0,210.829095342,0.0,0,-300,
1.79541110992,196.790174335,100.0,229.609794331,0.0,0,-300,
1.89807200432,220.926583459,100.0,246.495836427,0.0,0,-300,
2.0061340332,248.766535335,100.0,263.234055413,0.0,0,-300,
2.01654100418,98.0988609756,,,,,,fps
2.10989403725,276.448458705,100.0,277.643897983,0.0,0,-300,
2.21716403961,307.808498349,100.0,291.891163619,0.0,0,-300,
2.31930589676,338.3245506,100.0,304.057660967,0.0,0,-300,
2.42486596107,370.695942325,100.0,315.479958585,0.0,0,-300,
2.52593994141,403.296487918,100.0,325.725263838,0.0,0,-300,
2.62762498856,436.922634438,100.0,335.176557141,0.0,0,-300,
2.73571801186,473.990176217,100.0,344.495055514,0.0,0,-300,
2.83856201172,509.745183662,100.0,352.501772238,0.0,0,-300,
2.9443359375,547.183134725,100.0,360.078395504,0.0,0,-300,
3.02685594559,96.9994562919,,,,,,fps
3.04800510406,585.066418137,100.0,366.99027438,0.0,0,-300,
3.15686106682,621.333751206,100.0,-112.092520893,0.0,0,-300,wall
3.25930809975,612.310769485,100.0,-67.6026086234,0.0,0,-300,
3.36489892006,607.662273397,100.0,-26.31178276,0.0,0,-300,
3.46975708008,607.122348591,100.0,11.5978453327,0.0,0,-300,
3.5758368969,610.555777594,100.0,47.7517416124,0.0,0,-300,
3.68515110016,617.683079843,100.0,80.8523008739,0.0,0,-300,
3.78591990471,621.661847388,100.0,-15.0155779137,0.0,0,-300,
3.89633202553,622.383942559,100.0,24.0078940607,0.0,0,-300,
3.9964299202,622.861605405,100.0,-0.820424246142,0.0,0,-300,
4.02792406082,97.895436393,,,,,,fps
4.09912204742,622.400439897,101.051683348,-12.935769738,25.0465285135,-300,150,
4.20425510406,620.066169296,105.637954222,-29.8447104048,58.9307845005,-300,150,
4.30624389648,616.13562439,113.424723924,-45.1202478589,89.5418108742,-300,150,
4.40853905678,610.725089163,124.177523504,-59.1523822079,117.661151042,-300,150,
4.51764011383,603.409656191,138.741177951,-72.9679546652,145.346498298,-300,150,
4.61853098869,595.421850943,154.660101017,-84.6195349268,168.695382337,-300,150,
4.72018504143,586.246018371,172.959124359,-95.439462903,190.37769765,-300,150,
4.82293701172,576.312147078,192.779635391,-105.141812078,209.820522001,-300,150,
4.92544603348,564.468395579,216.419818538,-114.86386592,229.302823143,-300,150,
5.02710008621,552.500594217,240.314706702,-123.235119684,246.078166363,-300,150,
5.03683495522,97.1344452167,,,,,,fps
5.13537597656,538.440687971,268.393435928,-131.682219859,263.005500572,-300,150,
5.23672509193,541.120806789,296.078865023,21.083542355,277.444920225,-300,150,
5.34582591057,542.186178693,326.84597559,0.806060785899,291.472871917,-300,150,
5.44958496094,541.227621822,357.916260542,-17.1633517951,303.892128813,-300,150,
5.55551195145,538.418633886,378.566477658,-33.9579331922,-84.4170035023,-300,150,wall
5.65579295158,538.273251214,372.372143396,-3.33735032968,-43.1109845766,-300,150,
5.75662302971,538.009607541,370.163547728,-0.253344760633,-4.90994350655,-300,150,
5.85699510574,538.009607541,371.605923555,0.445198458719,29.8630833175,-300,150,
5.96655297279,538.009607541,376.931205399,0.36089993628,64.625431493,-300,150,
6.04827904701,98.8685393597,,,,,,fps
6.06851196289,538.009607541,381.97583178,0.326411227589,-18.6145367138,-300,150,
6.1760559082,538.009607541,382.27450253,0.405018259844,20.058237963,-300,150,
6.27740502357,538.009607541,382.923222322,0.428819903219,-0.218847192926,-300,150,
6.3876349926,538.009607541,382.998468322,0.420672971481,-0.823685208797,-300,150,
6.49636912346,538.009607541,382.998468322,0.423904543062,-0.847809114762,-300,150,
6.5979309082,538.009607541,382.998468322,0.451713509788,-0.903427019577,-300,150,
6.70648193359,538.009607541,382.998468322,0.355731611941,-0.711463223883,-300,150,
6.81439304352,538.009607541,382.998468322,0.446763638895,-0.89352727779,-300,150,
6.9181830883,538.009607541,382.998468322,0.524939767043,-1.04987953409,-300,150,
7.02429199219,538.009607541,382.998468322,0.381236448765,-0.762472897531,-300,150,
7.05450510979,98.3874336618,,,,,,fps
7.12738108635,538.192566633,382.998468322,9.4334111122,-0.39266597651,-150,-300,
7.22757005692,541.041254682,382.998468322,43.3470195779,-0.363819562651,-150,-300,
7.32971191406,547.272143433,382.998468322,75.0813266051,-0.447450498551,-150,-300,
7.43795800209,557.355971785,382.998468322,106.269275025,-0.475146459161,-150,-300,
7.54418992996,570.104749562,382.998468322,133.732013921,-0.356995632674,-150,-300,
7.64599704742,585.194527344,382.998468322,158.397234981,-0.40531799864,-150,-300,
7.74713206291,602.446357695,382.998468322,180.825152991,-0.363852437422,-150,-300,
7.85430908203,623.262407948,382.998468322,202.825932288,-0.453897767423,-150,-300,
7.95565795898,644.981945212,382.998468322,221.935617626,-0.427409140311,-150,-300,
8.05548095703,97.9044602023,,,,,,fps
8.06756591797,670.412446309,382.998468322,240.824686445,-0.397811238921,-150,-300,
8.17514109612,698.028104468,382.998468322,258.245867589,-0.477113281961,-150,-300,
8.27648997307,724.89741571,382.998468322,272.884729273,-0.476631755176,-150,-300,
8.37835693359,739.863067645,382.998468322,-71.8577576344,-0.44269311786,-150,-300,wall
8.48663401604,734.737932246,382.998468322,-29.390487998,-0.424930245492,-150,-300,
