t,x,y,vx,vy,ax,ay,event
0.105254888535,120.017537488,90.8795577557,7.08559587582,-1.61611001658,54,-288,
0.209228992462,238.967819325,64.4502242607,13.7791702641,-3.05863285676,72,-306,
0.313415765762,425.571867187,68.035664752,19.487484256,0.558416846195,72,-288,
0.418121814728,607.498640126,62.3057328258,-13.3652824761,-1.19932530721,36,-306,
0.520751953125,522.044405353,58.7652483088,-3.28894895168,-0.660301929947,90,-288,
0.625884771347,536.427381952,58.7398222562,4.77202094782,0.035458949716,72,-306,
0.72900390625,618.555962793,58.4900144936,-6.2565221526,-0.0116159098245,18,-126,
0.83154296875,578.09621802,58.0225245222,-1.14038390732,0.14340231292,126,-198,
0.938171863556,585.312130545,58.0225245222,1.80972909992,0.249261134671,288,-90,
1.00228881836,103.76250647,,,,,,fps
1.0406498909,611.760252232,58.0225245222,3.02696582549,0.346038861938,360,-108,
1.14361596107,617.471612584,58.0225245222,0.500692132494,0.387051017914,396,-198,
1.2474668026,622.356991468,58.0225245222,-0.460958939985,0.374341116487,414,-378,
1.34930491447,622.789446912,58.0225245222,-0.478611378071,0.429539310853,432,-468,
1.45083594322,622.789446912,58.0225245222,-0.287826407596,0.401115151534,414,-324,
1.55822777748,622.642343806,58.0225245222,-0.242108502882,0.234425688499,252,54,
1.66293382645,605.213879528,58.0183273817,-5.10670041743,-0.0785380351115,36,288,
1.76409888268,511.321359349,73.4757732329,-13.6668650848,4.40921340234,-324,306,
1.86645483971,350.344614706,129.070780057,-18.1004425775,-5.91076160683,-378,306,
1.97094798088,151.898979108,116.071754657,-20.9734278222,0.812193094693,-126,198,
2.00921678543,94.3463714453,,,,,,fps
2.07910180092,123.358495043,139.10127664,6.79290651769,-2.4114839595,-36,342,
2.18713378906,147.54948684,109.795034015,-0.730484220342,-2.73019600074,126,180,
2.2933049202,129.850318206,63.1268983045,-1.22595373352,4.25195761504,270,-54,
2.39810180664,135.103466149,90.0117974583,1.16904908967,1.86254290711,-18,144,
2.50106787682,115.971565757,90.8465370896,-3.93960217338,-1.07516886392,36,252,
2.6080019474,59.9264887161,75.1056656388,4.5631841911,-1.55546016162,-54,144,
2.72155785561,84.1932645783,67.7266708529,1.85363938102,-0.22808968265,-126,126,
2.82800292969,87.2186288273,70.9578467583,-0.397432155768,1.0277045929,-90,90,
2.93121385574,72.4707554001,93.2584625343,-2.87284525079,3.20810130697,-162,180,
3.01928687096,93.0628491498,,,,,,fps
3.03857493401,67.8717988935,142.060670792,-0.194735662812,-4.4354079981,-216,198,
3.14349389076,58.6525180334,137.783004494,1.08625155937,4.31473412826,-918,1008,
3.24697899818,58.2248323017,140.972527267,0.149091819237,0.270256097381,108,234,
3.35043382645,58.3296007276,142.318545286,0.437039080472,-0.315264350908,-18,486,
3.45779395103,58.3296007276,142.752019919,0.468924428076,-0.15675845715,-36,522,
3.57052588463,58.0168544094,142.947909462,0.318314767051,0.0174720974765,-54,252,
3.67309594154,58.0471029496,142.947909462,0.199238697736,-0.372346088028,-414,198,
3.77868700027,72.7208625009,142.947909462,2.15774686888,-0.333278587799,-306,-108,
3.88082885742,146.198456027,142.947909462,10.4437987441,-0.333808268888,-378,-378,
3.98303294182,293.51574875,142.947909462,17.740388195,-0.468404374001,-486,-378,
4.02166795731,100.760081545,,,,,,fps
4.09136986732,480.616674649,142.947909462,15.3861355164,-0.37026106421,-450,90,
4.19647192955,613.231735489,164.69788934,8.41661682338,5.32769132353,-270,252,
4.29919481277,561.304746859,259.210383059,-9.19821338282,11.1784147694,-486,504,
4.40185594559,568.109015037,367.058563976,0.731654609047,-7.47787730071,54,396,
4.50601196289,543.712187981,291.581333666,2.15953752614,-6.59847785436,18,450,
4.61004686356,538.436803003,218.727177444,-0.91003507181,-6.83902369869,72,468,
4.71740794182,538.048450195,136.146321795,0.426888432629,-8.05644721672,72,378,
4.82049584389,482.283677212,69.9493977333,-8.98390182652,5.01781424542,36,324,
4.92294287682,361.079527817,114.979287991,-13.3931533586,5.45707987601,-234,126,
5.02670288086,224.68586596,130.708540318,-11.4960925181,0.499740086374,-378,0,
5.02670288086,104.47398149,,,,,,fps
5.13711595535,123.8031581,140.714320581,-7.61980762684,-0.373811597961,-468,0,
5.24172997475,63.9588998898,142.847583951,3.8808950046,-0.291040985312,-630,-36,
5.34429979324,100.099436071,142.847583951,2.65553150945,-0.53694364934,-576,18,
5.44772386551,135.462917761,142.847583951,4.05200133144,-0.700466373097,-738,-108,
5.54986596107,190.788518282,142.847583951,5.9994794961,-0.696564331117,-720,-162,
