t,x,y,vx,vy,ax,ay,event
0.100005865097,80.0,100.0,0.0,0.0,0,0,
0.203460931778,80.0,100.0,0.0,0.0,0,0,
0.30740404129,80.0,100.0,0.0,0.0,0,0,
0.412109851837,80.0,100.0,0.0,0.0,0,0,
0.518340826035,80.0,100.0,0.0,0.0,0,0,
0.624236822128,80.0,100.0,0.0,0.0,0,0,
0.741698980331,80.0,100.0,0.0,0.0,0,0,
0.841918945312,94.5550322009,100.0,5.77834976344,0.0,0,-600,
0.94647192955,288.948787459,100.0,22.3180387697,0.0,0,-600,
1.00299096107,107.677939474,,,,,,fps
1.04824900627,606.220618209,100.0,-20.9725144361,0.0,0,-600,
1.1500248909,487.264895915,100.0,0.338994025205,0.0,0,-600,
1.25405883789,617.944101016,100.0,17.8489553688,0.0,0,-600,
1.36090087891,602.529465317,100.0,6.79950802218,0.0,0,-600,
1.46118187904,620.290918527,100.0,-2.56335396953,0.0,0,-600,
1.56167602539,622.953398705,100.0,0.265206198659,0.0,0,-600,
1.66394090652,622.953398705,100.0,-0.558079246219,0.0,0,-600,
1.76675391197,622.953398705,100.0,-0.557195784595,0.0,0,-600,
1.88839697838,622.953398705,100.0,-0.557196734525,0.0,0,-600,
1.99224901199,622.953398705,100.0,-0.557196731612,0.0,0,-600,
2.00976586342,120.185753259,,,,,,fps
2.09375,622.953398705,100.0,-0.557196731615,0.0,0,-600,
2.19860887527,622.953398705,100.0,-0.557196731615,0.0,0,-600,
2.30352783203,622.953398705,100.0,-0.557196731615,0.0,0,-600,
2.40841698647,622.953398705,100.0,-0.557196731615,0.0,0,-600,
2.51159691811,622.953398705,100.0,-0.557196731615,0.0,0,-600,
2.61773681641,622.953398705,100.0,-0.557196731615,0.0,0,-600,
2.72698998451,622.953398705,100.0,-0.557196731615,0.0,0,-600,
2.83157396317,622.953398705,100.0,-0.557196731615,0.0,0,-600,
2.93927001953,622.953398705,100.0,-0.557196731615,0.0,0,-600,
3.01150488853,122.786471243,,,,,,fps
3.04269385338,622.953398705,100.0,-0.557196731615,0.0,0,-600,
3.14733886719,622.953398705,100.0,-0.557196731615,0.0,0,-600,
3.25384497643,622.953398705,100.0,-0.557196731615,0.0,0,-600,
3.35946702957,622.953398705,100.0,-0.557196731615,0.0,0,-600,
3.46002197266,622.953398705,100.0,-0.557196731615,0.0,0,-600,
3.56497192383,622.953398705,100.0,-0.557196731615,0.0,0,-600,
3.66763281822,622.953398705,100.0,-0.557196731615,0.0,0,-600,
3.77059984207,622.953398705,100.0,-0.557196731615,0.0,0,-600,
3.8749089241,622.953398705,100.0,-0.557196731615,0.0,0,-600,
3.97851586342,609.428201606,121.724206718,-4.10122926311,7.16917451699,-600,300,
4.01321387291,122.790153546,,,,,,fps
4.08419799805,543.513707783,219.373395591,4.94665049527,-7.09030901287,-600,300,
4.19073486328,538.102716761,263.028562583,-4.72094862623,11.7448914898,-600,300,
4.29470896721,529.852065598,266.376645357,0.55793182673,0.528809449992,-600,300,
4.40017700195,528.51639414,268.616416588,-0.190905736693,-1.11561060443,-600,300,
4.50457787514,527.370517566,271.287920614,0.556114818038,0.381821173641,-600,300,
4.60733103752,526.033689253,273.579670334,-0.190975388999,-1.11222985918,-600,300,
4.71331787109,524.887837309,276.253326817,0.556116420048,0.381950769446,-600,300,
4.81802392006,523.741985344,278.163080049,-0.190975327736,-1.11223283276,-600,300,
4.92504882812,522.596133378,280.836734639,0.556116418639,0.381950655458,-600,300,
5.01696801186,121.543708032,,,,,,fps
5.03289794922,521.259306084,283.12843857,-0.190975327643,-1.11223283728,-600,300,
5.13882493973,520.113454119,285.802093157,0.556116418637,0.381950655285,-600,300,
5.24417090416,518.776626825,288.093797089,-0.190975327643,-1.11223283727,-600,300,
5.34927392006,517.630774859,290.767451676,0.556116418637,0.381950655285,-600,300,
5.45199584961,516.293947566,293.059155608,-0.190975327643,-1.11223283727,-600,300,
5.55920386314,515.1480956,295.732810195,0.556116418637,0.381950655285,-600,300,
5.66604590416,513.811268306,298.024514126,-0.190975327643,-1.11223283727,-600,300,
5.77078294754,512.665416341,300.698168713,0.556116418637,0.381950655285,-600,300,
5.87261986732,511.328589047,302.989872645,-0.190975327643,-1.11223283727,-600,300,
5.97781395912,510.182737081,305.663527232,0.556116418637,0.381950655285,-600,300,
6.01715087891,123.977328632,,,,,,fps
6.08273291588,508.845909788,307.955231164,-0.190975327643,-1.11223283727,-600,300,
6.18386888504,507.700057822,310.628885751,0.556116418637,0.381950655285,-600,300,
6.28857398033,506.363230528,312.920589682,-0.190975327643,-1.11223283727,-600,300,
6.39279198647,505.217378562,315.594244269,0.556116418637,0.381950655285,-600,300,
6.49713182449,503.880551269,317.885948201,-0.190975327643,-1.11223283727,-600,300,
6.60342383385,502.734699303,320.559602788,0.556116418637,0.381950655285,-600,300,
6.70690894127,501.39787201,322.85130672,-0.190975327643,-1.11223283727,-600,300,
6.81283593178,500.252020044,325.524961307,0.556116418637,0.381950655285,-600,300,
6.91937303543,498.91519275,327.816665239,-0.190975327643,-1.11223283727,-600,300,
7.0218808651,499.38115013,331.63939576,0.758320693836,-1.11098131748,-300,-600,
7.0218808651,124.411535157,,,,,,fps
7.12896800041,501.539760823,332.622951122,-1.12088938629,0.169705412823,-300,-600,
7.23361182213,504.207903949,333.776324627,0.381618819445,-0.555627208441,-300,-600,
7.34094285965,506.499725226,335.113463391,-1.11222520502,0.190994080783,-300,-600,
7.4482729435,509.173384672,336.259308725,0.381950947857,-0.556116849961,-300,-600,
7.55169701576,511.465088501,337.596135744,-1.112232844,0.190975311109,-300,-600,
7.65512084961,514.138743083,338.741987716,0.381950655027,-0.556116418257,-300,-600,
7.76220703125,516.430447015,340.07881501,-1.11223283727,0.190975327657,-300,-600,
7.86386084557,519.104101602,341.224666975,0.381950655286,-0.556116418637,-300,-600,
7.96875,521.395805534,342.561494269,-1.11223283727,0.190975327643,-300,-600,
8.02484202385,123.633900394,,,,,,fps
8.0745549202,524.069460121,343.707346235,0.381950655285,-0.556116418637,-300,-600,
8.1813659668,526.361164053,345.044173528,-1.11223283727,0.190975327643,-300,-600,
8.28240990639,529.03481864,346.190025494,0.381950655285,-0.556116418637,-300,-600,
8.38769602776,531.326522571,347.526852788,-1.11223283727,0.190975327643,-300,-600,
8.49011301994,533.618226503,348.672704754,-1.11223283727,0.190975327643,-300,-600,
8.5910949707,536.29188109,349.818556719,0.381950655285,-0.556116418637,-300,-600,
8.69891381264,587.450269852,377.460925297,-3.74439773686,-2.6507095111,-300,-600,
8.8050839901,599.213730716,380.812180829,1.31655206315,-0.081699460332,-300,-600,
8.90701293945,605.96281243,385.608378316,-1.02371028403,0.232662978337,-300,-600,
9.0093998909,608.307483608,386.739488555,-1.10878778195,0.19259769683,-300,-600,
9.02786302567,121.632547852,,,,,,fps
9.11453294754,610.60124888,387.884766813,-1.11209876516,0.191038465808,-300,-600,
9.21728491783,613.274988829,389.030596451,0.381955794739,-0.556117870821,-300,-600,
9.3218998909,615.566690943,390.36742282,-1.11223295548,0.190975271975,-300,-600,
9.42752099037,618.240345455,391.513274806,0.381950650754,-0.556116417356,-300,-600,
9.5306699276,620.532049388,392.8501021,-1.11223283717,0.190975327692,-300,-600,
9.63864183426,622.148758697,395.352973258,0.778667469835,-0.00772842347021,-300,-600,
9.74240088463,622.148758697,398.346197691,0.460427627207,0.666511462798,-300,-600,
9.84313988686,622.148758697,400.650616376,0.460345833599,0.659525161474,-300,-600,
9.94500803947,622.148758697,402.959611271,-1.15856437628,-0.832583021436,-300,-600,
10.0305788517,122.666858153,,,,,,fps
10.046875,622.238303751,403.774355475,0.0895450539094,-0.107695114383,300,-400,
10.1535038948,622.970014518,403.164742191,-0.402371712628,0.290837511492,300,-400,
10.2612609863,622.970014518,403.164742191,-0.371431321425,0.278585232069,300,-400,
10.3632819653,622.970014518,403.164742191,-0.371464523334,0.278598379901,300,-400,
10.46707201,622.970014518,403.164742191,-0.371464487705,0.278598365793,300,-400,
10.5735168457,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
10.6774909496,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
10.7775878906,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
10.8824770451,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
10.9842529297,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
11.0342099667,123.551370769,,,,,,fps
11.0897219181,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
11.19470191,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
11.2982788086,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
11.4017028809,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
11.5069279671,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
11.6086728573,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
11.7141728401,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
11.820556879,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
11.9219968319,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
12.0269470215,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
12.0424199104,124.973970727,,,,,,fps
12.1325378418,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
12.2339179516,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
12.3408508301,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
12.4442448616,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
12.5497438908,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
12.6549379826,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
12.7632138729,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
12.8670048714,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
12.9714968204,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
13.043243885,123.897911267,,,,,,fps
13.0782468319,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
13.1810309887,622.970014518,403.164742191,-0.371464487744,0.278598365808,300,-400,
13.2862248421,622.883837911,403.50282455,0.00867382827866,0.0108422853483,0,0,
13.3909609318,622.889360373,403.498990464,0.000332498215387,-0.00024937366154,0,0,
